GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,E-cigarette use in the past 30 days,4.8,5.6,Tobacco,6.9,Does not have arthritis,Arthritis Status,1-year,6.4,2015
State,State,E-cigarette use in the past 30 days,4.3,5.4,Tobacco,10.2,Has arthritis,Arthritis Status,1-year,6.4,2015
State,State,E-cigarette use in the past 30 days,6.1,8.3,Tobacco,13.6,Currently has asthma,Asthma Status,1-year,10.6,2015
State,State,E-cigarette use in the past 30 days,4.6,5.2,Tobacco,6.3,Does not currently have asthma,Asthma Status,1-year,5.9,2015
State,State,E-cigarette use in the past 30 days,9.4,11.6,Tobacco,9.8,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,13.8,2015
State,State,E-cigarette use in the past 30 days,3.6,4.2,Tobacco,7.1,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,4.8,2015
State,State,E-cigarette use in the past 30 days,4.4,5.5,Tobacco,10.4,Children in household,Children In Household,1-year,6.6,2015
State,State,E-cigarette use in the past 30 days,4.8,5.5,Tobacco,6.9,No children in household,Children In Household,1-year,6.2,2015
State,State,E-cigarette use in the past 30 days,16.9,19.8,Tobacco,7.3,Current smoker,Current Cigarette Smoking,1-year,22.6,2015
State,State,E-cigarette use in the past 30 days,2.5,3,Tobacco,8.6,Never or former smoker,Current Cigarette Smoking,1-year,3.6,2015
State,State,E-cigarette use in the past 30 days,6.2,7.4,Tobacco,8.6,Living with a disability,Disability Status,1-year,8.7,2015
State,State,E-cigarette use in the past 30 days,4.1,4.8,Tobacco,7.6,Not living with a disability,Disability Status,1-year,5.5,2015
State,State,E-cigarette use in the past 30 days,4.5,5.2,Tobacco,6.6,"Excellent, very good or good health",General Health Status,1-year,5.8,2015
State,State,E-cigarette use in the past 30 days,6,7.7,Tobacco,11.6,Fair or poor health,General Health Status,1-year,9.4,2015
State,State,E-cigarette use in the past 30 days,6,7.5,Tobacco,10.5,Does not have a personal doctor,Has A Personal Doctor,1-year,9.1,2015
State,State,E-cigarette use in the past 30 days,4.3,4.9,Tobacco,6.9,Has personal doctor,Has A Personal Doctor,1-year,5.6,2015
State,State,E-cigarette use in the past 30 days,4.8,5.4,Tobacco,6.1,Has health insurance,Health Care Coverage Status,1-year,6.1,2015
State,State,E-cigarette use in the past 30 days,3.7,6,Tobacco,19.1,No health insurance,Health Care Coverage Status,1-year,8.2,2015
State,State,E-cigarette use in the past 30 days,1.3,1.8,Tobacco,13.2,College graduate,Level Of Education (Age 25+),1-year,2.3,2015
State,State,E-cigarette use in the past 30 days,4.8,6,Tobacco,10.6,High graduate or less,Level Of Education (Age 25+),1-year,7.3,2015
State,State,E-cigarette use in the past 30 days,4.9,5.9,Tobacco,9.3,Some college or technical school,Level Of Education (Age 25+),1-year,7,2015
State,State,E-cigarette use in the past 30 days,2.9,3.6,Tobacco,9.1,Owns home,Living Arrangement,1-year,4.2,2015
State,State,E-cigarette use in the past 30 days,8.2,9.8,Tobacco,8.2,Rents home,Living Arrangement,1-year,11.4,2015
State,State,E-cigarette use in the past 30 days,3.6,4.2,Tobacco,7.1,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,4.7,2015
State,State,E-cigarette use in the past 30 days,12.6,15.5,Tobacco,9.5,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,18.3,2015
State,State,E-cigarette use in the past 30 days,9.6,12.2,Tobacco,10.6,14+ days of poor mental health in the past month,Mental Health Status,1-year,14.7,2015
State,State,E-cigarette use in the past 30 days,4,4.6,Tobacco,6.8,<14 days of poor mental health in the past month,Mental Health Status,1-year,5.3,2015
State,State,E-cigarette use in the past 30 days,4.9,5.5,Tobacco,5.7,OVERALL,Overall,1-year,6.2,2015
State,State,E-cigarette use in the past 30 days,6.7,8.9,Tobacco,12.3,14+ days of poor physical health in the past month,Physical Health Status,1-year,11,2015
State,State,E-cigarette use in the past 30 days,4.5,5.1,Tobacco,6.5,<14 days of poor physical health in the past month,Physical Health Status,1-year,5.8,2015
State,State,E-cigarette use in the past 30 days,,,Tobacco,35,American Indian or Alaskan Native,Race,1-year,,2015
State,State,E-cigarette use in the past 30 days,,,Tobacco,32.6,Asian,Race,1-year,,2015
State,State,E-cigarette use in the past 30 days,3.3,7.1,Tobacco,27.4,Black or African American,Race,1-year,10.9,2015
State,State,E-cigarette use in the past 30 days,1.9,3.5,Tobacco,22.5,Hispanic,Race,1-year,5,2015
State,State,E-cigarette use in the past 30 days,6.2,12.4,Tobacco,25.6,Multiracial,Race,1-year,18.6,2015
State,State,E-cigarette use in the past 30 days,,,Tobacco,,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,E-cigarette use in the past 30 days,,,Tobacco,91.8,Other race,Race,1-year,,2015
State,State,E-cigarette use in the past 30 days,4.9,5.6,Tobacco,6.4,White,Race,1-year,6.3,2015
State,State,E-cigarette use in the past 30 days,5.3,6.5,Tobacco,8.8,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,7.6,2015
State,State,E-cigarette use in the past 30 days,4.1,4.9,Tobacco,7.7,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,5.6,2015
State,State,E-cigarette use in the past 30 days,3.4,4.1,Tobacco,9.3,Female,Sex,1-year,4.9,2015
State,State,E-cigarette use in the past 30 days,6,7,Tobacco,7.3,Male,Sex,1-year,8,2015
State,State,E-cigarette use in the past 30 days,4.8,5.5,Tobacco,6.2,Heterosexual,Sexual Orientation,1-year,6.1,2015
State,State,E-cigarette use in the past 30 days,5.6,9.2,Tobacco,19.8,"Lesbian, gay or bisexual",Sexual Orientation,1-year,12.8,2015
State,State,E-cigarette use in the past 30 days,4.9,5.6,Tobacco,6.1,Non Veteran,Veteran Status,1-year,6.3,2015
State,State,E-cigarette use in the past 30 days,3.4,5,Tobacco,16.4,Veteran,Veteran Status,1-year,6.6,2015
State,State,E-cigarette use in the past 30 days,4.6,5.8,Tobacco,10.2,Normal or underweight,Weight Status,1-year,7,2015
State,State,E-cigarette use in the past 30 days,4.8,5.6,Tobacco,7.2,Overweight or obese,Weight Status,1-year,6.4,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,32,Age 18 to 24,Age,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),4.9,8.8,Tobacco,22.4,Age 25 to 34,Age,1-year,12.7,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.2,6.3,Tobacco,24.7,Age 35 to 44,Age,1-year,9.3,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.3,6.2,Tobacco,23.3,Age 45 to 54,Age,1-year,9,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.3,2.6,Tobacco,24.4,Age 55 to 64,Age,1-year,3.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),0.4,0.9,Tobacco,26.2,Age 65 or older,Age,1-year,1.4,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.5,4.1,Tobacco,19.8,"$35,000 to $74,999",Annual Household Income (V1),1-year,5.6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.2,3.9,Tobacco,21.9,"$75,000 or more",Annual Household Income (V1),1-year,5.6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.6,5.7,Tobacco,19,"Less than $35,000",Annual Household Income (V1),1-year,7.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.3,4.5,Tobacco,24.3,"$25,000 to <$50,000",Annual Household Income (V2),1-year,6.6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.1,4.1,Tobacco,24.2,"$50,000 to <$75,000",Annual Household Income (V2),1-year,6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.2,3.9,Tobacco,21.9,"$75,000+",Annual Household Income (V2),1-year,5.6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,6,Tobacco,22,"Less than $25,000",Annual Household Income (V2),1-year,8.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.8,5.1,Tobacco,12.7,Does not have arthritis,Arthritis Status,1-year,6.3,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.7,2.9,Tobacco,21.4,Has arthritis,Arthritis Status,1-year,4.1,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,37.9,Currently has asthma,Asthma Status,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.5,Tobacco,11.3,Does not currently have asthma,Asthma Status,1-year,5.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),4.5,7.6,Tobacco,20.8,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,10.7,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.9,3.8,Tobacco,12.6,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,4.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.8,5.9,Tobacco,18.3,Children in household,Children In Household,1-year,8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.8,3.8,Tobacco,13.3,No children in household,Children In Household,1-year,4.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.4,Tobacco,10.8,Never or former smoker,Current Cigarette Smoking,1-year,5.3,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.5,3.8,Tobacco,17.6,Living with a disability,Disability Status,1-year,5.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,4.6,Tobacco,13.6,Not living with a disability,Disability Status,1-year,5.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.2,4.2,Tobacco,12.6,"Excellent, very good or good health",General Health Status,1-year,5.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.1,5.2,Tobacco,20.8,Fair or poor health,General Health Status,1-year,7.4,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.3,6,Tobacco,22.7,Does not have a personal doctor,Has A Personal Doctor,1-year,8.7,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.1,4.1,Tobacco,12.3,Has personal doctor,Has A Personal Doctor,1-year,5.1,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.5,Tobacco,11,Has health insurance,Health Care Coverage Status,1-year,5.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,56.3,No health insurance,Health Care Coverage Status,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.9,3.4,Tobacco,22.6,College graduate,Level Of Education (Age 25+),1-year,4.9,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.8,4.5,Tobacco,19.6,High graduate or less,Level Of Education (Age 25+),1-year,6.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.5,3.9,Tobacco,17.7,Some college or technical school,Level Of Education (Age 25+),1-year,5.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.1,3,Tobacco,15.2,Owns home,Living Arrangement,1-year,3.9,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.5,8.2,Tobacco,16.5,Rents home,Living Arrangement,1-year,10.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.7,3.7,Tobacco,13.5,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,4.6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.1,8.8,Tobacco,21.4,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,12.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.9,6.1,Tobacco,26.5,14+ days of poor mental health in the past month,Mental Health Status,1-year,9.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.1,4,Tobacco,12,<14 days of poor mental health in the past month,Mental Health Status,1-year,5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.4,Tobacco,10.8,OVERALL,Overall,1-year,5.3,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,6.3,Tobacco,22.8,14+ days of poor physical health in the past month,Physical Health Status,1-year,9.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.1,4,Tobacco,12.4,<14 days of poor physical health in the past month,Physical Health Status,1-year,5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,72.2,American Indian or Alaskan Native,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,48.8,Asian,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,51.4,Black or African American,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,46,Hispanic,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,52,Multiracial,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,86.6,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,102.7,Other race,Race,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3,3.9,Tobacco,12,White,Race,1-year,4.9,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.9,4.7,Tobacco,19.4,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,6.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.2,4.4,Tobacco,13.2,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,5.5,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.7,4,Tobacco,17.2,Female,Sex,1-year,5.4,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,4.7,Tobacco,13.9,Male,Sex,1-year,6,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.2,4.1,Tobacco,12,Heterosexual,Sexual Orientation,1-year,5.1,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,38.6,"Lesbian, gay or bisexual",Sexual Orientation,1-year,,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.6,4.7,Tobacco,12,Non Veteran,Veteran Status,1-year,5.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.6,3.2,Tobacco,25.5,Veteran,Veteran Status,1-year,4.8,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,5.3,Tobacco,18.1,Normal or underweight,Weight Status,1-year,7.2,2015
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.8,3.9,Tobacco,14.5,Overweight or obese,Weight Status,1-year,4.9,2015
State,State,Hookah use in the past 30 days,5.3,7.6,Tobacco,15.4,Age 18 to 24,Age,1-year,9.8,2015
State,State,Hookah use in the past 30 days,1.6,3.4,Tobacco,27.6,Age 25 to 34,Age,1-year,5.3,2015
State,State,Hookah use in the past 30 days,,,Tobacco,,Age 35 to 44,Age,1-year,,2015
State,State,Hookah use in the past 30 days,,,Tobacco,,Age 45 to 54,Age,1-year,,2015
State,State,Hookah use in the past 30 days,,,Tobacco,100.2,Age 55 to 64,Age,1-year,,2015
